0,0,404605
0,0,201689
1,1,0.0086987842
2,2,0.0540798894
3,1,0.0334037275
4,3,0.0086437446
5,3,0.0041079511
5,3,0.0189293433
6,4,-0.0156902983
7,5,-0.0336736365
8,3,-0.0279877951
9,4,0.0392797044
10,4,0.0183372475
5,3,-0.030019101
10,4,0.0303240958
10,4,0.0263459947
11,4,0.0365425406
12,3,0.0118374561
11,4,0.0330802422
13,5,0.0681326604
14,2,-0.1078080268
15,2,-0.0666436659
16,5,-0.1749276411
17,3,-0.006420898
17,3,0.0413391033
17,3,0.0266420586
10,4,-0.0302102292
18,3,0.0088507419
18,3,0.0075088562
18,3,0.0594215698
19,5,0.102720718
6,3,-0.0465121664
4,3,-0.0080901397
5,3,0.006043532
5,3,-0.0052874854
5,3,-0.0029485567
6,4,0.0187611797
8,3,0.0136775802
20,3,-0.0251393664
20,3,0.0156254708
5,3,-0.0184283395
21,4,0.0513100685
13,5,0.0433497159
22,6,0.0579198161
23,2,-0.0272642854
23,2,0.052808234
17,3,0.0050931071
17,3,-0.0396972175
17,3,0.0311397335
18,3,0.001870037
13,5,0.0082225046
18,3,0.0720141556
13,5,0.0814147591
6,3,-0.0312211237
4,3,-0.0662473452
4,3,-0.0039183894
4,3,-0.0119829393
5,3,0.0020938645
5,3,-0.0107790372
5,3,-0.0397159586
24,3,0.029872705
6,4,-0.0294073817
24,3,0.0123534666
6,4,0.0012067673
8,3,0.0175102914
20,3,-0.000682393
5,3,0.0493989159
21,4,-0.0376993059
25,4,-0.0300490045
25,4,0.0630252101
26,5,0.0535352096
27,3,-0.212689973
28,1,-0.0199065333
27,3,-0.1205901901
27,3,-0.0730311489
29,7,0.0397210412
27,3,-0.0211387301
26,5,0.0205155181
27,3,0.07214675
26,5,-0.0165620905
18,3,-0.0049038317
18,3,-0.036415418
26,5,0.0309347924
5,3,0.0001648452
5,3,0.0076584013
6,4,-0.0056141748
30,3,0.0164932841
31,4,0.007414956
32,3,-0.0366834864
33,4,-0.0560879138
13,5,0.0134840684
34,2,0.059594245
34,2,0.0319497431
35,3,0.0089845288
35,3,0.0850523106
36,2,0.059065732
37,8,0.0670871317
38,7,0.0551294085
39,5,-0.0339404753
40,6,-0.087978382
18,3,0.032737168
18,3,-0.0264879671
41,4,0.0012448561
42,8,0.2165387746
6,3,0.0046670039
6,4,-0.026064901
6,4,0.0146063625
13,5,0.0179603797
43,4,-0.1877542106
13,5,0.0237943488
13,5,0.0199103354
17,3,0.0103968515
17,3,-0.0037283325
44,5,0.0360315971
18,3,0.0165474573
6,3,0.0085274378
4,3,-0.0020033918
4,3,-0.005492336
4,3,0.0026870627
45,5,0.0115853659
43,4,0.2305871832
45,5,0.0484556645
44,5,0.0433782636
46,4,0.0177295905
47,5,0.1265580887
48,4,0.0270619833
13,5,-0.0042805926
49,1,0.0757850463
50,4,0.0377856632
18,3,0.0752087671
6,3,-0.068333205
6,3,0.0387049789
6,3,-0.0370187083
