0,0,0.043183551
1,1,0.0547314262
1,1,0.0607715049
2,2,0.0722002936
3,3,0.0
4,2,0.0408443363
5,2,0.0
6,2,0.0
7,4,0.06888469
8,1,0.0
7,4,0.0192140741
4,2,0.0019063463
7,4,0.0
7,4,0.1329214582
9,5,0.1055473882
10,1,0.1248089718
2,2,0.0
11,2,0.0440546857
12,6,0.0233071079
13,2,0.0117008222
14,6,0.0411820233
15,2,5.06456475975e-06
16,6,0.0258336515
17,2,0.0353464346
18,7,0.0
4,2,0.0
15,2,0.003786059
19,3,0.0211553024
3,3,0.0229338675
20,2,0.0080106192
21,4,0.0081551658
8,1,0.1754881419
22,4,0.0
4,2,0.0107058423
23,4,0.0841127117
10,1,0.0
23,4,0.0157179008
11,2,7.48011142525e-05
11,2,0.0283958717
24,7,0.0
25,8,0.0108368951
2,2,0.0
11,2,0.027640296
26,3,0.0179977778
15,2,0.0251685226
18,7,0.0
2,2,0.0219986755
26,3,0.0605262593
26,3,0.0050241798
27,9,0.0
3,3,0.0310783273
4,2,0.0278545697
28,6,0.1080824778
29,6,0.0853740247
12,6,0.1193255217
24,7,0.043913516
2,2,0.0007910436
11,2,0.0234170644
30,6,0.0
15,2,0.033324387
31,10,0.0
4,2,0.0380309642
32,10,0.0543235248
33,6,0.0559933805
34,11,0.0
0,10,0.0086987842
35,12,0.0540798894
36,10,0.0334037275
2,2,0.0041079511
2,2,0.0189293433
20,2,0.0118374561
37,12,0.0
15,2,0.0
15,2,0.0413391033
4,2,0.0088507419
2,2,0.006043532
2,2,0.0
2,2,0.0
38,13,0.0579198161
15,2,0.0050931071
15,2,0.0
15,2,0.0311397335
4,2,0.001870037
2,2,0.0020938645
2,2,0.0
2,2,0.0
39,2,0.0
40,10,0.0
39,2,0.0
39,2,0.0
41,11,0.0397210412
39,2,0.0
39,2,0.07214675
4,2,0.0
2,2,0.0001648452
2,2,0.0076584013
42,12,0.059594245
42,12,0.0319497431
43,2,0.0089845288
43,2,0.0850523106
44,12,0.059065732
45,14,0.0670871317
46,11,0.0551294085
47,13,0.0
4,2,0.032737168
4,2,0.0
48,14,0.2165387746
15,2,0.0103968515
15,2,0.0
4,2,0.0165474573
49,10,0.0757850463
13,2,0.0127407164
20,2,0.0082956601
20,2,0.0223345175
50,6,0.1144076542
51,1,0.0366356984
15,2,0.0754103545
15,2,0.0489230358
15,2,0.0497701779
2,2,0.0029725781
2,2,0.0032006779
11,2,0.0259282475
52,2,0.0
53,7,0.022718276
15,2,0.0
0,0,0.0273126543
0,0,0.102640822
