0,0.043183551
1,0.0547314262
1,0.0607715049
2,0.0722002936
3,0.0
4,0.0408443363
5,0.0
6,0.0
7,0.06888469
8,0.0
7,0.0192140741
4,0.0019063463
7,0.0
7,0.1329214582
9,0.1055473882
10,0.1248089718
2,0.0
11,0.0440546857
12,0.0233071079
13,0.0117008222
14,0.0411820233
15,5.06456475975e-06
16,0.0258336515
17,0.0353464346
18,0.0
4,0.0
15,0.003786059
19,0.0211553024
3,0.0229338675
20,0.0080106192
21,0.0081551658
8,0.1754881419
22,0.0
4,0.0107058423
23,0.0841127117
10,0.0
23,0.0157179008
11,7.48011142525e-05
11,0.0283958717
24,0.0
25,0.0108368951
2,0.0
11,0.027640296
26,0.0179977778
15,0.0251685226
18,0.0
2,0.0219986755
26,0.0605262593
26,0.0050241798
27,0.0
3,0.0310783273
4,0.0278545697
28,0.1080824778
29,0.0853740247
12,0.1193255217
24,0.043913516
2,0.0007910436
11,0.0234170644
30,0.0
15,0.033324387
31,0.0
4,0.0380309642
32,0.0543235248
33,0.0559933805
34,0.0
35,0.0086987842
36,0.0540798894
37,0.0334037275
2,0.0041079511
2,0.0189293433
20,0.0118374561
38,0.0
15,0.0
15,0.0413391033
4,0.0088507419
2,0.006043532
2,0.0
2,0.0
39,0.0579198161
15,0.0050931071
15,0.0
15,0.0311397335
4,0.001870037
2,0.0020938645
2,0.0
2,0.0
40,0.0
41,0.0
40,0.0
40,0.0
42,0.0397210412
40,0.0
40,0.07214675
4,0.0
2,0.0001648452
2,0.0076584013
43,0.059594245
43,0.0319497431
44,0.0089845288
44,0.0850523106
45,0.059065732
46,0.0670871317
47,0.0551294085
48,0.0
4,0.032737168
4,0.0
49,0.2165387746
15,0.0103968515
15,0.0
4,0.0165474573
50,0.0757850463
13,0.0127407164
20,0.0082956601
20,0.0223345175
51,0.1144076542
52,0.0366356984
15,0.0754103545
15,0.0489230358
15,0.0497701779
2,0.0029725781
2,0.0032006779
11,0.0259282475
53,0.0
54,0.022718276
15,0.0
0,0.0273126543
0,0.102640822
55,0.0929379076
55,0.0971093064
0,0.1000841908
56,0.0
13,0.0
20,0.0011945113
20,0.0120264858
11,0.0084401857
53,0.0195716267
11,0.0351654695
15,0.0461070869
15,0.0473864233
57,0.1663877992
4,0.0
49,0.2029732766
58,0.0811838799
59,0.0
2,0.0
2,0.0
13,0.0099497938
11,0.0001110129
11,0.015326772
53,0.0
60,0.0
0,0.0
17,0.0392162308
61,0.0922080575
0,0.0
15,0.0082319297
62,0.0227690595
15,0.0
15,0.0446054268
63,0.0
4,0.0538400204
58,0.042632682
59,0.0032185248
2,0.0
2,0.0
13,0.0099497938
11,0.0001110129
11,0.015326772
53,0.0
60,0.0
0,0.0
17,0.0392162308
61,0.0922080575
0,0.0
15,0.0082319297
62,0.0227690595
15,0.0
15,0.0446054268
63,0.0
4,0.0538400204
58,0.042632682
59,0.0032185248
64,0.0179010936
13,0.0
13,0.0
20,0.0106505475
11,0.0159510411
11,0.0063250473
53,0.0468791681
65,0.0
65,0.0374320493
25,0.0608598061
15,0.0
15,0.0
4,0.0
49,0.0
58,0.0
59,0.0
64,0.0
64,0.0
2,0.0
2,0.0017175589
13,0.0
45,0.053060577
66,0.0385138567
45,0.0599382781
67,0.0438458788
68,0.0351294326
69,0.0024578
15,0.0194757034
4,0.0
70,0.0125640314
70,0.0358272492
47,0.0
71,0.0197120965
15,0.0066957797
4,0.0179914977
58,0.1931784128
59,0.0
0,0.060943594
15,0.0018589221
15,0.0534066839
