0,0,0.043183551
1,1,0.001509561
2,2,0
3,3,0.0654849828
2,2,0
3,3,0
4,3,0
5,2,0.0143580495
4,3,0.1950367956
5,2,0.0055809664
4,3,0.0255144203
6,4,0.0296981389
7,2,0.0040549221
4,3,0
7,2,0.0076710017
8,4,0
4,3,0.0122429112
9,1,0.011296166
10,5,0
4,3,0.0276372996
11,6,0.067768985
7,2,0.0446065381
12,4,0.026360416
4,3,0
13,7,0.0385320172
5,2,0.0021555661
14,8,0.0122329921
15,9,0.0422273482
5,2,0.0313190766
4,3,0.0284072239
17,8,0.0294027965
18,2,0.027058382
15,9,0
19,2,0.0191347405
20,2,0.0073735123
21,9,0.0094465592
2,2,0
2,2,0
22,7,0
23,2,0
17,8,0
23,2,0.0176401116
24,11,0.2311076605
25,12,0.0477553536
23,2,0.0159313828
26,13,0.0248232336
24,11,0.0827216262
2,2,0
26,13,0
24,11,0
2,2,0.0216620263
2,2,0
27,11,0.1925440188
28,3,0.0673601622
29,14,0
30,13,0.021196026
31,2,0.028356704
32,7,0
33,4,0.0034056917
27,11,0.0498066551
33,4,0.0035335086
7,2,0.0100216206
27,11,0.0002252562
34,14,0.0311991849
33,4,0.0791284012
35,7,0
2,2,0.0098829724
36,9,0.0547314262
27,11,0
37,12,0
4,3,0.0263989086
36,9,0.0607715049
24,11,0
38,2,0.0108344995
39,14,0.0969679261
24,11,0.0282480315
40,5,0.0480244697
41,4,0.0408933171
42,14,0.027422473
43,4,0
44,8,0
43,4,0.050589756
45,1,0.0657843863
46,12,0.0022449159
36,9,0
47,7,0
29,14,0
36,9,0.1212789846
46,12,0.0285928424
48,1,0.0097930456
49,13,0
29,14,0.1601036493
49,13,0.0240116389
40,5,0.0318213212
29,14,0.1654333933
23,2,0.0220144477
3,3,0.0930536131
2,2,0
4,3,0
5,2,0.033641353
4,3,0.0701950168
5,2,0.0372981079
50,14,0
5,2,0
4,3,0
4,3,0.0544037249
4,3,0.0731668983
50,14,0.0815212891
7,2,0.0141086852
4,3,0
4,3,0.0179577995
22,7,0
50,14,0.0201565396
8,4,0.0318566061
5,2,0.0302796371
4,3,0.0228929952
51,1,0.0722002936
5,2,0.0254292527
5,2,0
30,13,0.0862112043
18,2,0.1081651635
29,14,0.0309316817
19,2,0.0258005489
20,2,0.0838518213
26,13,0.0327261394
4,3,0
26,13,0.0148616961
21,9,0.0146940187
26,13,0
2,2,0
2,2,0.0091856736
52,11,0
25,12,0
2,2,0
26,13,0
2,2,0.0019263388
25,12,0
4,3,0
45,8,0.0188367135
26,13,0
2,2,0.0012986706
34,14,0.0367821026
45,8,0.0261674205
52,11,0.0344991943
53,9,0.0131966914
54,7,0.0111628452
2,2,0.0214839076
55,11,0.0228404417
34,14,0
30,13,0
55,11,0.0403365542
14,8,0.0203136124
30,13,0.0510068947
56,2,0.0201184669
54,7,0
33,4,0.0293889737
55,11,0.0580582379
57,3,0
58,15,814676.0
59,12,0
14,8,0.0445285721
55,11,0.0287121224
33,4,0.0297300251
30,13,0.0105003834
57,3,0
60,2,0.0154958204
14,8,0.0600994874
55,11,0.0410027927
61,16,0.0234668178
62,14,0
60,2,0.0136447257
63,4,0.0061248117
55,11,0.0304109032
64,12,0
55,11,0.0429203462
63,4,0.0561871891
23,2,0.0104937912
65,13,0.0560883565
64,12,0
66,4,0
30,13,0.0616304968
64,12,0
58,15,500787.0
45,1,0.0408443363
64,12,0.0825225688
66,4,0
67,13,0
67,13,0
64,12,0.1570786805
68,14,0
53,9,0.0399378088
68,14,0.14153375
69,14,0.0686255027
1,1,0.0142787982
70,1,0.0055115514
71,16,0
72,3,0.0895572393
73,8,0.0146782799
74,7,0
23,2,0.0059269173
75,16,0.0138309496
76,1,0
23,2,0.0156486472
55,11,0.0146349545
23,2,0.0118575571
23,2,0
4,3,0.0261988175
23,2,0.0226740034
4,3,0.0057834951
55,11,0
77,7,0
